category,title,brdBltNo,url,question,answer,related_basis
급여기준,「협력기관 간 진료의뢰·회송 시범사업」수가 환자 본인부담률,47655,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47655,「협력기관 간 진료의뢰·회송 시범사업」수가 산정 시 환자가 부담하는 비용이 있나요?,"- 환자요청에 의한 진료의뢰 시 산정하는 진료의뢰료 I 'IA027(90027)' 항목에 한하여 환자 본인일부부담금액이 발생합니다. - 위의 경우, 본인부담률은 「국민건강보험법 시행령」제19조 제1항에 의한 '본인일부부담금의 부담률 및 부담액'[별표 2]와 「국민건강보험법 시행규칙」제13조 제1항에 의한 '외래진료 등의 요양급여비용 총액에 관한 조건 및 본인부담액'[별표 3]에서 정하는 바에 따라 본인일부부담하며, 100분의 30을 초과하지 않습니다. - 다만, 「본인일부부담금 산정특례에 관한 기준」등 본인부담경감 대상 환자의 경우 경감된 본인일부부담금액을 적용합니다. - 그 외의 항목은 요양급여비용 전액을 국민건강보험공단이 부담합니다. [관련 근거] 보건복지부 보험급여과-5706호(2024.12.31.)「협력기관 간 진료의뢰·회송 시범사업」지침 일부개정 통보",
급여기준,「협력기관 간 진료의뢰·회송 시범사업」'의뢰료' 산정 대상,47654,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47654,1단계 진료기관의 입원환자를 2단계 시범기관 또는 상급종합 병원으로 진료의뢰 시 「협력기관 간 진료의뢰·회송 시범사업」'의뢰료'를 산정할 수 있나요?,'의뢰료'는 1단계 진료기관의 외래환자를 전자적 방식으로 의뢰 시 산정 가능합니다. 1단계 진료기관의 입원 중 또는 퇴원 환자를 의뢰하는 경우는 '의뢰료'를 산정할 수 없습니다. [관련 근거] 보건복지부 보험급여과-5706호(2024.12.31.)「협력기관 간 진료의뢰·회송 시범사업」지침 일부개정 통보,
급여기준,DRG관련 치료재료 별도 산정 가능여부,47646,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47646,질병군에 해당하는 수술중 원형자동문합기를 이용하여 치핵절제술을 실시하는 치핵근치술 (Q3017) 의 경우에 치료재료인 원형자동문합기 (B1201022) 가 별도산정 가능한가요 ?,"가 . 질병군별 포괄수가제 (DRG) 는 질병군 진료에서 소요되는 모든 행위 , 약제 및 치료재료를 묶어 하나의 포괄적인 행위로 정하여 미리 책정된 일정액의 진료비를 보상하는 제도이며 , 질병군 점수 외 별도보상 가능한 급여 , 선별급여 , 비급여항목을 보건복지부장관이 정하여 고시 하고 있습니다 . 나 . 질병군 포괄수가제에서는 전액 본인부담과 비급여항목을 제외한 입원치료에 필요한 모든 의료행위 , 약제 및 치료재료는 급여에 해당하며 , 급여에는 포괄수가와 별도보상 항목으로 구분됩니다 . 다 . 포괄수가제 별도보상 항목은 「 건강보험행위 급여 · 비급여 목록표 및 급여상대가치점수 」 제 2 편 제 1 부 질병군 급여 일반원칙과 제 2 부 질병군 급여 목록 · 상대가치점수표 및 적용지침 ( 별표 2 의 4) 질병군 급여항목 , ( 별표 2 의 5) 질병군 선별급여 항목에 해당하는 경우에 별도 보상됩니다 . 라 . 따라서 G105 원형자동문합기를 이용한 치핵절제술은 포괄수가에 치료재료 비용이 포함되어있어, 원형자동문합기(B1201022)는 별도 산정할 수 없습니다. 마 . 아울러 , 질병군 급여 · 비급여 별도보상 항목은 요양기관 업무포탈서비스 ( www.biz.hira.or.kr ) -> 심사기준종합서비스 -> 질병군포괄수가 (DRG) -> 별도보상 항목 984번, 985번(질병군) 치료재료 ·의료행위 별도보상 코드목록에서 확인할 수 있습니다.","「 건강보험행위 급여 · 비급여 목록표 및 급여상대가치점수 」 제 2 편 제 1 부 질병군 급여 일반원칙과 제 2 부 질병군 급여 목록 · 상대가치점수표 및 적용지침 ( 별표 2 의 4) 질병군 급여항목 , ( 별표 2 의 5) 질병군 선별급여"
급여기준,백내장 수정체 수술 후 6시간미만 관찰 후 퇴원 시 청구방법,47645,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47645,백내장 수정체 수술 환자를 5 시간 동안 병원에서 관찰한 후 이상이 없어 귀가시켰는데 외래진료로 적용하면 되는지 궁금합니다 .,"- 포괄수가제는 상급종합병원, 종합병원, 병원(요양병원, 정신병원 포함), 의원(보건의료원 포함)인 요양기관이 「국민건강보험법 시행령」제21조제3항제2호 및 국민건강보험 요영급여의 기준에 관한 규칙 제8조제3항에 따라 포괄적인 행위가 적용되는 질병군에 대한 입원진료를 하는 경우에 적용하고 있습니다. -「건강보험 행위 급여·비급여 목록 및 급여 상대가치점수」제2편제1부 질병군 급여 일반원칙 제3호에 의거 질병군 입원진료에는 다음의 각 항목을 포함합니다. 가. 제2부 각 장에 분류된 질병군으로 응급실·수술실 등에서 수술을 받고 연속하여 6시간 이상 관찰 후 귀가 또는 이송한 경우 나. 제2부 각 장에 분류된 질병군 중 수정체 소절개 수술 단안, 수정체 소절개 수술 양안, 수정체 대절개 수술 단안, 수정체 대절개 수술 양안, 기타항문수술, 서혜 및 대퇴부 탈장 수술(장관절제 미동반) 단측, 서혜 및 대퇴부 탈장 수술(장관절제 미동반) 양측, 복강경을 이용한 서혜 및 대퇴부 탈장 수술(장관절제 미동반) 단측, 복강경을 이용한 서혜 및 대퇴부 탈장 수술(장관절제 미동반) 양측 질병군으로 수술을 받고 6시간 미만 관찰 후 당일 귀가 또는 이송하는 경우 - 따라서 6시간 미만 관찰 후 퇴원하는 경우, 질병군 입원 진료로 청구합니다. [관련 근거] 건강보험 행위 급여 ․ 비급여 목록 및 급여 상대가치점수 ( 보건복지부 고시 ) * 제 2 편 질병군 급여 ․ 비급여 목록 및 급여 상대가치점수",
급여기준,질병군 점수 산정요령 및 본인부담금 계산방식,47644,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47644,입원일수에 따른 포괄수가 진료비의 본인부담금 산정방식이 궁금합니다 .,가. 포괄수가 진료비의 본인부담금은 국민건강보험법 시행령 [별표2]에 의거하여 계산합니다. - 다음 계산식에 따라 계산한 금액과 보건복지부장관이 정하여 고시하는 추가 산정액을 합한 금액의 100분의 20 【 질병군별 기준 상대가치점수 + {(입원일수 - 질병군별 평균 입원일수) × 질병군별 일당 상대가치점수} 】× 상대가치점수의 점수당 단가 나. 질병군 포괄수가 산정과 관련한 자세한 사항은 건강보험요양급여비용 제2편 질병군 급여 ·비급여 목록 및 급여 상대가치점수 (별표1) 질병군별 점수 산정요령을 참고하시기 바랍니다. [관련 근거] 국민건강보험법 시행령 [별표2] 건강보험 행위 급여 · 비급여 목록표 및 급여 상대가치점수 제 2 편 질병군 급여 · 비급여 목록 및 급여 상대가치점수 제 2 부 질병군 급여 목록 · 상대가치 점수표 및 적용지침 ( 별표 1) 질병군별 점수 산정요령,
급여기준,광중합형 복합레진 충전의 급여기준이 변경되었다는데 어떻게 되나요?,47600,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47600,광중합형 복합레진 충전의 급여기준이 변경되었다는데 어떻게 되나요?,"광중합형 복합레진 충전은 진료일 기준으로 만 5세이상~12세이하 아동의 치수병변이 없는 치아우식증(충치)이 있는 영구치(제3대구치 제외)치료를 위해 실시한 경우 건강보험이 적용됩니다. 따라서 신경치료를 시행한 치아나 마모, 침식, 파절 등으로 실시한 경우 급여적용 대상이 아닙니다. [관련 근거] 광중합형 복합레진 충전 등 주요 개정사항 관련 Q&A ( 보건복지부 고시 제2020-83호, 84호 관련, 2020.5.1. 적용 )",
급여기준,광중합형 복합레진 충전후 동일치아에 재충전시 산정기준과 충전재료에 따라 산정방법이 어떻게 되나요?,47599,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47599,만5세이상~12세 아동에게 광중합형 복합레진 충전후 동일치아에 재충전시 산정기준과 충전재료에 따라 산정방법이 어떻게 되나요?,"재충전은 동일 치면이 아닌 동일치아로 이전에 치료를 받았던 충전면수와 관계없이 재충전 당일 충전 면수의 소정점수 50%를 인정합니다. 또한 글래스아이노머시멘트로 동일치아에 1개월이내 및 복합레진으로 동일치아에 3개월이내 재충전시, 복합레진 충전 50%+와동형성 50%를 인정하고 치료재료는 별도산정합니다. 아울러 광중합형 복합레진을 6개월 이내 동일치아에 재충전시 광중합형 복합레진 충전 50%를 인정합니다. [관련 근거] 광중합형 복합레진 충전 등 주요 개정사항 관련 Q&A ( 보건복지부 고시 제2020-83호, 84호 관련, 2020.5.1. 적용 )",
급여기준,동일치아에 2면이상의 치아우식증이 있어 각각의 면에 대해 서로다른날에 광중합형 복합레진 충전을 시행한 경우 광중합형 복합레진 충전을 각각 산정 가능한가요?,47598,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47598,만5세이상~12세 아동의 동일치아에 2면이상의 치아우식증이 있어 각각의 면에 대해 서로다른날에 광중합형 복합레진 충전을 시행한 경우 광중합형 복합레진 충전을 각각 산정 가능한가요?,"동일치아에 2면이상의 치아우식증이 있어 각각의 면에 대해 서로 다른날에 광중합형 복합레진 충전을 시행한 경우라도 각면수를 합산하여 치료가 종료되는 시점에 차-13다. 광중합형 복합레진 충전을 1회만 인정합니다. (예시)'20.5.11일에 상악우측제1큰어금니에 치아우식증에 이환된 3면(씹는면, 협면, 설면)발견 후 당일에 씹는면 충전(1면)치료 후 '20.5.25.내원하여 동일치아 협면과 설면 충전(2면)을 치료한 경우,'20.5.25일 광중합형 복합레진 충전(3면이상)만 인정합니다. [관련 근거] 광중합형 복합레진 충전 등 주요 개정사항 관련 Q&A ( 보건복지부 고시 제2020-83호, 84호 관련, 2020.5.1. 적용 )",
급여기준,선천적으로 영구치가 결손된 유치에 광중합형 복합레진 충전을 한 경우 급여적용이 되나요?,47597,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47597,선천적으로 영구치가 결손된 만5세이상~12세 아동의 유치에 광중합형 복합레진 충전을 한 경우 급여적용이 되나요?,"광중합형복합레진 충전의 급여범위는 치수병변이 없는 치아우식증에 이환된 영구치(제3대구치는 제외)이므로, 선천적으로 영구치가 결손된 유치의 경우 급여적용대상이 아닙니다. [관련 근거] 광중합형 복합레진 충전 등 주요 개정사항 관련 Q&A ( 보건복지부 고시 제2020-83호, 84호 관련, 2020.5.1. 적용 )",
급여기준,같은 날 동일 치아에 광중합형 복합레진 충전과 치아홈메우기를 시행한 경우 수가 산정방법은 무엇인가요?,47596,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47596,만5세이상~12세 아동에게 같은 날 동일 치아에 광중합형 복합레진 충전과 치아홈메우기를 시행한 경우 수가 산정방법은 무엇인가요?,"같은 날 동일 치아에 광중합형 복합레진 충전과 치아 홈메우기를 시행한 경우, 차-13다. 광중합형 복합레진 충전 소정점수의 100%와 차-39 치면열구전색술 소정점수의 50%(산정코드 세 번째 자리에 1로 기재)[상급종합병원ㆍ종합병원ㆍ치과대학부속치과병원은 소정점수의 70%(산정코드 세번째 자리에 4로 기재)]를 산정합니다. * (예시) '20.5.4.에 치과의원에 내원한 7세 아동의 하악좌측 제1큰어금니의 씹는면(우식증 등 질환에 이환되지 않은 건전치면)에 치아홈메우기를 시행하고 우식증이 있는 협면에 광중합형 복합레진 충전을 시행한 경우, 차-13다. 소정 점수의 100%와 차-39 소정 점수의 50%를 산정합니다. [관련 근거] 광중합형 복합레진 충전 등 주요 개정사항 관련 Q&A ( 보건복지부 고시 제2020-83호, 84호 관련, 2020.5.1. 적용 )",
급여기준,"전문재활치료 인정여부(뇌성마비, 파킨슨병)",47556,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47556,뇌성마비와 파킨슨 환자의 전문재활치료 건강보험 급여기준이 궁금합니다.,"뇌성마비와 파킨슨 질환은 환자의 개별 증상이 다양하고, 장기적으로 지속적인 전문재활치료가 필요하므로 환자의 개별상태 등을 고려하여 사례별로 심사하고 있습니다. [관련 근거] 심사지침 「 뇌손상 ( 뇌졸중 , 외상성 뇌손상 등 ) 환자에게 장기간 시행하는 전문재활치료의 인정기준 」 ( 공고 제 2019-422 호 , 2020.1.1. 시행 )",
급여기준,전문재활치료 인정기간,47555,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47555,"전문재활치료의 건강보험 급여 혜택 기간이 2년이라고 하던데, 2년이 경과하고도 계속 건강보험 혜택을 받을 수 있나요?","- 뇌손상 환자 ( 뇌졸중 , 외상성 뇌손상 등 ) 에게 시행하는 전문재활치료는 발병 후 2 년간 인정하는 것으로 하되 , 환자 기능회복 및 호전여부 등을 고려하여 발병 후 2 년이 경과된 경우에는 환자의 기능 상태 유지를 위하여 사 -122 중추신경계발달재활치료 , 사 -123 작업치료 , 사 -130 재활기능치료를 1 일 1 회 인정합니다 . - 다만 , 2 년이 경과하였음에도 환자 상태의 지속적인 호전이 있는 경우에는 3 개월 마다 기능회복 및 호전상태를 평가하여 필요한 전문재활치료를 인정하고 있습니다 . [관련 근거] 심사지침 「 뇌손상 ( 뇌졸중 , 외상성 뇌손상 등 ) 환자에게 장기간 시행하는 전문재활치료의 인정기준 」 ( 공고 제 2019-422 호 , 2020.1.1. 시행 )",
